eq_id	root_symbol	template_symbol	cell_symbol	target_voc	target_unv	analysis__root_id	analysis__root	analysis__binyan	analysis__cell	analysis__form_id	analysis__r1	analysis__r2	analysis__r3
R020|T5|C1	R020	T5	C1	כָמַקְתָּ	כמקת	SYN-RT-9abcfce119	כמק	PAAL	PST.2MSG	SYN-LX-a6dac4c5c8.PST.2MSG	כ	מ	ק
R020|T5|C2	R020	T5	C2	כָמַקְתְּ	כמקת	SYN-RT-9abcfce119	כמק	PAAL	PST.2FSG	SYN-LX-a6dac4c5c8.PST.2FSG	כ	מ	ק
R020|T5|C3	R020	T5	C3	כָמַק	כמק	SYN-RT-9abcfce119	כמק	PAAL	PST.3MSG	SYN-LX-a6dac4c5c8.PST.3MSG	כ	מ	ק
R020|T5|C4	R020	T5	C4	כָמְקָה	כמקה	SYN-RT-9abcfce119	כמק	PAAL	PST.3FSG	SYN-LX-a6dac4c5c8.PST.3FSG	כ	מ	ק
R020|T5|C5	R020	T5	C5	כָמַקְנוּ	כמקנו	SYN-RT-9abcfce119	כמק	PAAL	PST.1PL	SYN-LX-a6dac4c5c8.PST.1PL	כ	מ	ק
R020|T5|C6	R020	T5	C6	כְמַקְתֶּם	כמקתם	SYN-RT-9abcfce119	כמק	PAAL	PST.2MPL	SYN-LX-a6dac4c5c8.PST.2MPL	כ	מ	ק
R020|T5|C7	R020	T5	C7	כְמַקְתֶּן	כמקתן	SYN-RT-9abcfce119	כמק	PAAL	PST.2FPL	SYN-LX-a6dac4c5c8.PST.2FPL	כ	מ	ק
R020|T5|C8	R020	T5	C8	כָמְקוּ	כמקו	SYN-RT-9abcfce119	כמק	PAAL	PST.3PL	SYN-LX-a6dac4c5c8.PST.3PL	כ	מ	ק
R020|T6|C0	R020	T6	C0	הִתְכַמַּקְתִּי	התכמקתי	SYN-RT-9abcfce119	כמק	HITPAEL	PST.1SG	SYN-LX-6d951c3374.PST.1SG	כ	מ	ק
R020|T6|C1	R020	T6	C1	הִתְכַמַּקְתָּ	התכמקת	SYN-RT-9abcfce119	כמק	HITPAEL	PST.2MSG	SYN-LX-6d951c3374.PST.2MSG	כ	מ	ק
R020|T6|C2	R020	T6	C2	הִתְכַמַּקְתְּ	התכמקת	SYN-RT-9abcfce119	כמק	HITPAEL	PST.2FSG	SYN-LX-6d951c3374.PST.2FSG	כ	מ	ק
R020|T6|C3	R020	T6	C3	הִתְכַמֵּק	התכמק	SYN-RT-9abcfce119	כמק	HITPAEL	PST.3MSG	SYN-LX-6d951c3374.PST.3MSG	כ	מ	ק
R020|T6|C4	R020	T6	C4	הִתְכַמְּקָה	התכמקה	SYN-RT-9abcfce119	כמק	HITPAEL	PST.3FSG	SYN-LX-6d951c3374.PST.3FSG	כ	מ	ק
R020|T6|C5	R020	T6	C5	הִתְכַמַּקְנוּ	התכמקנו	SYN-RT-9abcfce119	כמק	HITPAEL	PST.1PL	SYN-LX-6d951c3374.PST.1PL	כ	מ	ק
R020|T6|C6	R020	T6	C6	הִתְכַמַּקְתֶּם	התכמקתם	SYN-RT-9abcfce119	כמק	HITPAEL	PST.2MPL	SYN-LX-6d951c3374.PST.2MPL	כ	מ	ק
R020|T6|C7	R020	T6	C7	הִתְכַמַּקְתֶּן	התכמקתן	SYN-RT-9abcfce119	כמק	HITPAEL	PST.2FPL	SYN-LX-6d951c3374.PST.2FPL	כ	מ	ק
R020|T6|C8	R020	T6	C8	הִתְכַמְּקוּ	התכמקו	SYN-RT-9abcfce119	כמק	HITPAEL	PST.3PL	SYN-LX-6d951c3374.PST.3PL	כ	מ	ק
R021|T0|C0	R021	T0	C0	נִבְגַזְתִּי	נבגזתי	SYN-RT-4b918b4f1f	בגז	NIFAL	PST.1SG	SYN-LX-47e2cc93d0.PST.1SG	ב	ג	ז
R021|T0|C1	R021	T0	C1	נִבְגַזְתָּ	נבגזת	SYN-RT-4b918b4f1f	בגז	NIFAL	PST.2MSG	SYN-LX-47e2cc93d0.PST.2MSG	ב	ג	ז
R021|T0|C2	R021	T0	C2	נִבְגַזְתְּ	נבגזת	SYN-RT-4b918b4f1f	בגז	NIFAL	PST.2FSG	SYN-LX-47e2cc93d0.PST.2FSG	ב	ג	ז
R021|T0|C3	R021	T0	C3	נִבְגַז	נבגז	SYN-RT-4b918b4f1f	בגז	NIFAL	PST.3MSG	SYN-LX-47e2cc93d0.PST.3MSG	ב	ג	ז
R021|T0|C4	R021	T0	C4	נִבְגְזָה	נבגזה	SYN-RT-4b918b4f1f	בגז	NIFAL	PST.3FSG	SYN-LX-47e2cc93d0.PST.3FSG	ב	ג	ז
R021|T0|C5	R021	T0	C5	נִבְגַזְנוּ	נבגזנו	SYN-RT-4b918b4f1f	בגז	NIFAL	PST.1PL	SYN-LX-47e2cc93d0.PST.1PL	ב	ג	ז
R021|T0|C6	R021	T0	C6	נִבְגַזְתֶּם	נבגזתם	SYN-RT-4b918b4f1f	בגז	NIFAL	PST.2MPL	SYN-LX-47e2cc93d0.PST.2MPL	ב	ג	ז
R021|T0|C7	R021	T0	C7	נִבְגַזְתֶּן	נבגזתן	SYN-RT-4b918b4f1f	בגז	NIFAL	PST.2FPL	SYN-LX-47e2cc93d0.PST.2FPL	ב	ג	ז
R021|T0|C8	R021	T0	C8	נִבְגְזוּ	נבגזו	SYN-RT-4b918b4f1f	בגז	NIFAL	PST.3PL	SYN-LX-47e2cc93d0.PST.3PL	ב	ג	ז
R021|T1|C0	R021	T1	C0	הִבְגַזְתִּי	הבגזתי	SYN-RT-4b918b4f1f	בגז	HIFIL	PST.1SG	SYN-LX-42000590e5.PST.1SG	ב	ג	ז
R021|T1|C1	R021	T1	C1	הִבְגַזְתָּ	הבגזת	SYN-RT-4b918b4f1f	בגז	HIFIL	PST.2MSG	SYN-LX-42000590e5.PST.2MSG	ב	ג	ז
R021|T1|C2	R021	T1	C2	הִבְגַזְתְּ	הבגזת	SYN-RT-4b918b4f1f	בגז	HIFIL	PST.2FSG	SYN-LX-42000590e5.PST.2FSG	ב	ג	ז
R021|T1|C3	R021	T1	C3	הִבְגִיז	הבגיז	SYN-RT-4b918b4f1f	בגז	HIFIL	PST.3MSG	SYN-LX-42000590e5.PST.3MSG	ב	ג	ז
R021|T1|C4	R021	T1	C4	הִבְגִיזָה	הבגיזה	SYN-RT-4b918b4f1f	בגז	HIFIL	PST.3FSG	SYN-LX-42000590e5.PST.3FSG	ב	ג	ז
R021|T1|C5	R021	T1	C5	הִבְגַזְנוּ	הבגזנו	SYN-RT-4b918b4f1f	בגז	HIFIL	PST.1PL	SYN-LX-42000590e5.PST.1PL	ב	ג	ז
R021|T1|C6	R021	T1	C6	הִבְגַזְתֶּם	הבגזתם	SYN-RT-4b918b4f1f	בגז	HIFIL	PST.2MPL	SYN-LX-42000590e5.PST.2MPL	ב	ג	ז
R021|T1|C7	R021	T1	C7	הִבְגַזְתֶּן	הבגזתן	SYN-RT-4b918b4f1f	בגז	HIFIL	PST.2FPL	SYN-LX-42000590e5.PST.2FPL	ב	ג	ז
R021|T1|C8	R021	T1	C8	הִבְגִיזוּ	הבגיזו	SYN-RT-4b918b4f1f	בגז	HIFIL	PST.3PL	SYN-LX-42000590e5.PST.3PL	ב	ג	ז
R021|T2|C0	R021	T2	C0	בֻגַּזְתִּי	בגזתי	SYN-RT-4b918b4f1f	בגז	PUAL	PST.1SG	SYN-LX-646bf47d06.PST.1SG	ב	ג	ז
R021|T2|C1	R021	T2	C1	בֻגַּזְתָּ	בגזת	SYN-RT-4b918b4f1f	בגז	PUAL	PST.2MSG	SYN-LX-646bf47d06.PST.2MSG	ב	ג	ז
R021|T2|C2	R021	T2	C2	בֻגַּזְתְּ	בגזת	SYN-RT-4b918b4f1f	בגז	PUAL	PST.2FSG	SYN-LX-646bf47d06.PST.2FSG	ב	ג	ז
R021|T2|C3	R021	T2	C3	בֻגַּז	בגז	SYN-RT-4b918b4f1f	בגז	PUAL	PST.3MSG	SYN-LX-646bf47d06.PST.3MSG	ב	ג	ז
R021|T2|C4	R021	T2	C4	בֻגְּזָה	בגזה	SYN-RT-4b918b4f1f	בגז	PUAL	PST.3FSG	SYN-LX-646bf47d06.PST.3FSG	ב	ג	ז
R021|T2|C5	R021	T2	C5	בֻגַּזְנוּ	בגזנו	SYN-RT-4b918b4f1f	בגז	PUAL	PST.1PL	SYN-LX-646bf47d06.PST.1PL	ב	ג	ז
R021|T2|C6	R021	T2	C6	בֻגַּזְתֶּם	בגזתם	SYN-RT-4b918b4f1f	בגז	PUAL	PST.2MPL	SYN-LX-646bf47d06.PST.2MPL	ב	ג	ז
R021|T2|C7	R021	T2	C7	בֻגַּזְתֶּן	בגזתן	SYN-RT-4b918b4f1f	בגז	PUAL	PST.2FPL	SYN-LX-646bf47d06.PST.2FPL	ב	ג	ז
R021|T2|C8	R021	T2	C8	בֻגְּזוּ	בגזו	SYN-RT-4b918b4f1f	בגז	PUAL	PST.3PL	SYN-LX-646bf47d06.PST.3PL	ב	ג	ז
R021|T3|C0	R021	T3	C0	בִגַּזְתִּי	בגזתי	SYN-RT-4b918b4f1f	בגז	PIEL	PST.1SG	SYN-LX-5da518f6cb.PST.1SG	ב	ג	ז
R021|T3|C1	R021	T3	C1	בִגַּזְתָּ	בגזת	SYN-RT-4b918b4f1f	בגז	PIEL	PST.2MSG	SYN-LX-5da518f6cb.PST.2MSG	ב	ג	ז
R021|T3|C2	R021	T3	C2	בִגַּזְתְּ	בגזת	SYN-RT-4b918b4f1f	בגז	PIEL	PST.2FSG	SYN-LX-5da518f6cb.PST.2FSG	ב	ג	ז
R021|T3|C3	R021	T3	C3	בִגֵּז	בגז	SYN-RT-4b918b4f1f	בגז	PIEL	PST.3MSG	SYN-LX-5da518f6cb.PST.3MSG	ב	ג	ז
R021|T3|C4	R021	T3	C4	בִגְּזָה	בגזה	SYN-RT-4b918b4f1f	בגז	PIEL	PST.3FSG	SYN-LX-5da518f6cb.PST.3FSG	ב	ג	ז
R021|T3|C5	R021	T3	C5	בִגַּזְנוּ	בגזנו	SYN-RT-4b918b4f1f	בגז	PIEL	PST.1PL	SYN-LX-5da518f6cb.PST.1PL	ב	ג	ז
R021|T3|C6	R021	T3	C6	בִגַּזְתֶּם	בגזתם	SYN-RT-4b918b4f1f	בגז	PIEL	PST.2MPL	SYN-LX-5da518f6cb.PST.2MPL	ב	ג	ז
R021|T3|C7	R021	T3	C7	בִגַּזְתֶּן	בגזתן	SYN-RT-4b918b4f1f	בגז	PIEL	PST.2FPL	SYN-LX-5da518f6cb.PST.2FPL	ב	ג	ז
R021|T3|C8	R021	T3	C8	בִגְּזוּ	בגזו	SYN-RT-4b918b4f1f	בגז	PIEL	PST.3PL	SYN-LX-5da518f6cb.PST.3PL	ב	ג	ז
R021|T4|C0	R021	T4	C0	הֻבְגַזְתִּי	הבגזתי	SYN-RT-4b918b4f1f	בגז	HUFAL	PST.1SG	SYN-LX-54f1e54c50.PST.1SG	ב	ג	ז
R021|T4|C1	R021	T4	C1	הֻבְגַזְתָּ	הבגזת	SYN-RT-4b918b4f1f	בגז	HUFAL	PST.2MSG	SYN-LX-54f1e54c50.PST.2MSG	ב	ג	ז
R021|T4|C2	R021	T4	C2	הֻבְגַזְתְּ	הבגזת	SYN-RT-4b918b4f1f	בגז	HUFAL	PST.2FSG	SYN-LX-54f1e54c50.PST.2FSG	ב	ג	ז
R021|T4|C3	R021	T4	C3	הֻבְגַז	הבגז	SYN-RT-4b918b4f1f	בגז	HUFAL	PST.3MSG	SYN-LX-54f1e54c50.PST.3MSG	ב	ג	ז
R021|T4|C4	R021	T4	C4	הֻבְגְזָה	הבגזה	SYN-RT-4b918b4f1f	בגז	HUFAL	PST.3FSG	SYN-LX-54f1e54c50.PST.3FSG	ב	ג	ז
R021|T4|C5	R021	T4	C5	הֻבְגַזְנוּ	הבגזנו	SYN-RT-4b918b4f1f	בגז	HUFAL	PST.1PL	SYN-LX-54f1e54c50.PST.1PL	ב	ג	ז
R021|T4|C6	R021	T4	C6	הֻבְגַזְתֶּם	הבגזתם	SYN-RT-4b918b4f1f	בגז	HUFAL	PST.2MPL	SYN-LX-54f1e54c50.PST.2MPL	ב	ג	ז
R021|T4|C7	R021	T4	C7	הֻבְגַזְתֶּן	הבגזתן	SYN-RT-4b918b4f1f	בגז	HUFAL	PST.2FPL	SYN-LX-54f1e54c50.PST.2FPL	ב	ג	ז
R021|T4|C8	R021	T4	C8	הֻבְגְזוּ	הבגזו	SYN-RT-4b918b4f1f	בגז	HUFAL	PST.3PL	SYN-LX-54f1e54c50.PST.3PL	ב	ג	ז
R021|T5|C0	R021	T5	C0	בָגַזְתִּי	בגזתי	SYN-RT-4b918b4f1f	בגז	PAAL	PST.1SG	SYN-LX-6bc435e62d.PST.1SG	ב	ג	ז
R021|T5|C1	R021	T5	C1	בָגַזְתָּ	בגזת	SYN-RT-4b918b4f1f	בגז	PAAL	PST.2MSG	SYN-LX-6bc435e62d.PST.2MSG	ב	ג	ז
R021|T5|C2	R021	T5	C2	בָגַזְתְּ	בגזת	SYN-RT-4b918b4f1f	בגז	PAAL	PST.2FSG	SYN-LX-6bc435e62d.PST.2FSG	ב	ג	ז
R021|T5|C3	R021	T5	C3	בָגַז	בגז	SYN-RT-4b918b4f1f	בגז	PAAL	PST.3MSG	SYN-LX-6bc435e62d.PST.3MSG	ב	ג	ז
R021|T5|C4	R021	T5	C4	בָגְזָה	בגזה	SYN-RT-4b918b4f1f	בגז	PAAL	PST.3FSG	SYN-LX-6bc435e62d.PST.3FSG	ב	ג	ז
R021|T5|C5	R021	T5	C5	בָגַזְנוּ	בגזנו	SYN-RT-4b918b4f1f	בגז	PAAL	PST.1PL	SYN-LX-6bc435e62d.PST.1PL	ב	ג	ז
R021|T5|C6	R021	T5	C6	בְגַזְתֶּם	בגזתם	SYN-RT-4b918b4f1f	בגז	PAAL	PST.2MPL	SYN-LX-6bc435e62d.PST.2MPL	ב	ג	ז
R021|T5|C7	R021	T5	C7	בְגַזְתֶּן	בגזתן	SYN-RT-4b918b4f1f	בגז	PAAL	PST.2FPL	SYN-LX-6bc435e62d.PST.2FPL	ב	ג	ז
R021|T5|C8	R021	T5	C8	בָגְזוּ	בגזו	SYN-RT-4b918b4f1f	בגז	PAAL	PST.3PL	SYN-LX-6bc435e62d.PST.3PL	ב	ג	ז
R021|T6|C0	R021	T6	C0	הִתְבַגַּזְתִּי	התבגזתי	SYN-RT-4b918b4f1f	בגז	HITPAEL	PST.1SG	SYN-LX-3c81625bdc.PST.1SG	ב	ג	ז
R021|T6|C1	R021	T6	C1	הִתְבַגַּזְתָּ	התבגזת	SYN-RT-4b918b4f1f	בגז	HITPAEL	PST.2MSG	SYN-LX-3c81625bdc.PST.2MSG	ב	ג	ז
R021|T6|C2	R021	T6	C2	הִתְבַגַּזְתְּ	התבגזת	SYN-RT-4b918b4f1f	בגז	HITPAEL	PST.2FSG	SYN-LX-3c81625bdc.PST.2FSG	ב	ג	ז
R021|T6|C3	R021	T6	C3	הִתְבַגֵּז	התבגז	SYN-RT-4b918b4f1f	בגז	HITPAEL	PST.3MSG	SYN-LX-3c81625bdc.PST.3MSG	ב	ג	ז
R021|T6|C4	R021	T6	C4	הִתְבַגְּזָה	התבגזה	SYN-RT-4b918b4f1f	בגז	HITPAEL	PST.3FSG	SYN-LX-3c81625bdc.PST.3FSG	ב	ג	ז
R021|T6|C5	R021	T6	C5	הִתְבַגַּזְנוּ	התבגזנו	SYN-RT-4b918b4f1f	בגז	HITPAEL	PST.1PL	SYN-LX-3c81625bdc.PST.1PL	ב	ג	ז
R021|T6|C6	R021	T6	C6	הִתְבַגַּזְתֶּם	התבגזתם	SYN-RT-4b918b4f1f	בגז	HITPAEL	PST.2MPL	SYN-LX-3c81625bdc.PST.2MPL	ב	ג	ז
R021|T6|C7	R021	T6	C7	הִתְבַגַּזְתֶּן	התבגזתן	SYN-RT-4b918b4f1f	בגז	HITPAEL	PST.2FPL	SYN-LX-3c81625bdc.PST.2FPL	ב	ג	ז
R021|T6|C8	R021	T6	C8	הִתְבַגְּזוּ	התבגזו	SYN-RT-4b918b4f1f	בגז	HITPAEL	PST.3PL	SYN-LX-3c81625bdc.PST.3PL	ב	ג	ז
R022|T0|C0	R022	T0	C0	נִמְגַדְתִּי	נמגדתי	SYN-RT-f243fdfcb5	מגד	NIFAL	PST.1SG	SYN-LX-dd579d13b0.PST.1SG	מ	ג	ד
R022|T0|C1	R022	T0	C1	נִמְגַדְתָּ	נמגדת	SYN-RT-f243fdfcb5	מגד	NIFAL	PST.2MSG	SYN-LX-dd579d13b0.PST.2MSG	מ	ג	ד
R022|T0|C2	R022	T0	C2	נִמְגַדְתְּ	נמגדת	SYN-RT-f243fdfcb5	מגד	NIFAL	PST.2FSG	SYN-LX-dd579d13b0.PST.2FSG	מ	ג	ד
R022|T0|C3	R022	T0	C3	נִמְגַד	נמגד	SYN-RT-f243fdfcb5	מגד	NIFAL	PST.3MSG	SYN-LX-dd579d13b0.PST.3MSG	מ	ג	ד
R022|T0|C4	R022	T0	C4	נִמְגְדָה	נמגדה	SYN-RT-f243fdfcb5	מגד	NIFAL	PST.3FSG	SYN-LX-dd579d13b0.PST.3FSG	מ	ג	ד
R022|T0|C5	R022	T0	C5	נִמְגַדְנוּ	נמגדנו	SYN-RT-f243fdfcb5	מגד	NIFAL	PST.1PL	SYN-LX-dd579d13b0.PST.1PL	מ	ג	ד
R022|T0|C6	R022	T0	C6	נִמְגַדְתֶּם	נמגדתם	SYN-RT-f243fdfcb5	מגד	NIFAL	PST.2MPL	SYN-LX-dd579d13b0.PST.2MPL	מ	ג	ד
R022|T0|C7	R022	T0	C7	נִמְגַדְתֶּן	נמגדתן	SYN-RT-f243fdfcb5	מגד	NIFAL	PST.2FPL	SYN-LX-dd579d13b0.PST.2FPL	מ	ג	ד
R022|T0|C8	R022	T0	C8	נִמְגְדוּ	נמגדו	SYN-RT-f243fdfcb5	מגד	NIFAL	PST.3PL	SYN-LX-dd579d13b0.PST.3PL	מ	ג	ד
R022|T1|C0	R022	T1	C0	הִמְגַדְתִּי	המגדתי	SYN-RT-f243fdfcb5	מגד	HIFIL	PST.1SG	SYN-LX-bfff74d82d.PST.1SG	מ	ג	ד
R022|T1|C1	R022	T1	C1	הִמְגַדְתָּ	המגדת	SYN-RT-f243fdfcb5	מגד	HIFIL	PST.2MSG	SYN-LX-bfff74d82d.PST.2MSG	מ	ג	ד
R022|T1|C2	R022	T1	C2	הִמְגַדְתְּ	המגדת	SYN-RT-f243fdfcb5	מגד	HIFIL	PST.2FSG	SYN-LX-bfff74d82d.PST.2FSG	מ	ג	ד
R022|T1|C3	R022	T1	C3	הִמְגִיד	המגיד	SYN-RT-f243fdfcb5	מגד	HIFIL	PST.3MSG	SYN-LX-bfff74d82d.PST.3MSG	מ	ג	ד
R022|T1|C4	R022	T1	C4	הִמְגִידָה	המגידה	SYN-RT-f243fdfcb5	מגד	HIFIL	PST.3FSG	SYN-LX-bfff74d82d.PST.3FSG	מ	ג	ד
R022|T1|C5	R022	T1	C5	הִמְגַדְנוּ	המגדנו	SYN-RT-f243fdfcb5	מגד	HIFIL	PST.1PL	SYN-LX-bfff74d82d.PST.1PL	מ	ג	ד
R022|T1|C6	R022	T1	C6	הִמְגַדְתֶּם	המגדתם	SYN-RT-f243fdfcb5	מגד	HIFIL	PST.2MPL	SYN-LX-bfff74d82d.PST.2MPL	מ	ג	ד
R022|T1|C7	R022	T1	C7	הִמְגַדְתֶּן	המגדתן	SYN-RT-f243fdfcb5	מגד	HIFIL	PST.2FPL	SYN-LX-bfff74d82d.PST.2FPL	מ	ג	ד
R022|T1|C8	R022	T1	C8	הִמְגִידוּ	המגידו	SYN-RT-f243fdfcb5	מגד	HIFIL	PST.3PL	SYN-LX-bfff74d82d.PST.3PL	מ	ג	ד
R022|T2|C0	R022	T2	C0	מֻגַּדְתִּי	מגדתי	SYN-RT-f243fdfcb5	מגד	PUAL	PST.1SG	SYN-LX-d99be311e9.PST.1SG	מ	ג	ד
R022|T2|C1	R022	T2	C1	מֻגַּדְתָּ	מגדת	SYN-RT-f243fdfcb5	מגד	PUAL	PST.2MSG	SYN-LX-d99be311e9.PST.2MSG	מ	ג	ד
R022|T2|C2	R022	T2	C2	מֻגַּדְתְּ	מגדת	SYN-RT-f243fdfcb5	מגד	PUAL	PST.2FSG	SYN-LX-d99be311e9.PST.2FSG	מ	ג	ד
R022|T2|C3	R022	T2	C3	מֻגַּד	מגד	SYN-RT-f243fdfcb5	מגד	PUAL	PST.3MSG	SYN-LX-d99be311e9.PST.3MSG	מ	ג	ד
R022|T2|C4	R022	T2	C4	מֻגְּדָה	מגדה	SYN-RT-f243fdfcb5	מגד	PUAL	PST.3FSG	SYN-LX-d99be311e9.PST.3FSG	מ	ג	ד
R022|T2|C5	R022	T2	C5	מֻגַּדְנוּ	מגדנו	SYN-RT-f243fdfcb5	מגד	PUAL	PST.1PL	SYN-LX-d99be311e9.PST.1PL	מ	ג	ד
R022|T2|C6	R022	T2	C6	מֻגַּדְתֶּם	מגדתם	SYN-RT-f243fdfcb5	מגד	PUAL	PST.2MPL	SYN-LX-d99be311e9.PST.2MPL	מ	ג	ד
R022|T2|C7	R022	T2	C7	מֻגַּדְתֶּן	מגדתן	SYN-RT-f243fdfcb5	מגד	PUAL	PST.2FPL	SYN-LX-d99be311e9.PST.2FPL	מ	ג	ד
R022|T2|C8	R022	T2	C8	מֻגְּדוּ	מגדו	SYN-RT-f243fdfcb5	מגד	PUAL	PST.3PL	SYN-LX-d99be311e9.PST.3PL	מ	ג	ד
R022|T3|C0	R022	T3	C0	מִגַּדְתִּי	מגדתי	SYN-RT-f243fdfcb5	מגד	PIEL	PST.1SG	SYN-LX-a21b8659d2.PST.1SG	מ	ג	ד
R022|T3|C1	R022	T3	C1	מִגַּדְתָּ	מגדת	SYN-RT-f243fdfcb5	מגד	PIEL	PST.2MSG	SYN-LX-a21b8659d2.PST.2MSG	מ	ג	ד
R022|T3|C2	R022	T3	C2	מִגַּדְתְּ	מגדת	SYN-RT-f243fdfcb5	מגד	PIEL	PST.2FSG	SYN-LX-a21b8659d2.PST.2FSG	מ	ג	ד
R022|T3|C3	R022	T3	C3	מִגֵּד	מגד	SYN-RT-f243fdfcb5	מגד	PIEL	PST.3MSG	SYN-LX-a21b8659d2.PST.3MSG	מ	ג	ד
R022|T3|C4	R022	T3	C4	מִגְּדָה	מגדה	SYN-RT-f243fdfcb5	מגד	PIEL	PST.3FSG	SYN-LX-a21b8659d2.PST.3FSG	מ	ג	ד
R022|T3|C5	R022	T3	C5	מִגַּדְנוּ	מגדנו	SYN-RT-f243fdfcb5	מגד	PIEL	PST.1PL	SYN-LX-a21b8659d2.PST.1PL	מ	ג	ד
R022|T3|C6	R022	T3	C6	מִגַּדְתֶּם	מגדתם	SYN-RT-f243fdfcb5	מגד	PIEL	PST.2MPL	SYN-LX-a21b8659d2.PST.2MPL	מ	ג	ד
R022|T3|C7	R022	T3	C7	מִגַּדְתֶּן	מגדתן	SYN-RT-f243fdfcb5	מגד	PIEL	PST.2FPL	SYN-LX-a21b8659d2.PST.2FPL	מ	ג	ד
R022|T3|C8	R022	T3	C8	מִגְּדוּ	מגדו	SYN-RT-f243fdfcb5	מגד	PIEL	PST.3PL	SYN-LX-a21b8659d2.PST.3PL	מ	ג	ד
R022|T4|C0	R022	T4	C0	הֻמְגַדְתִּי	המגדתי	SYN-RT-f243fdfcb5	מגד	HUFAL	PST.1SG	SYN-LX-1b29cf8eb5.PST.1SG	מ	ג	ד
R022|T4|C1	R022	T4	C1	הֻמְגַדְתָּ	המגדת	SYN-RT-f243fdfcb5	מגד	HUFAL	PST.2MSG	SYN-LX-1b29cf8eb5.PST.2MSG	מ	ג	ד
R022|T4|C2	R022	T4	C2	הֻמְגַדְתְּ	המגדת	SYN-RT-f243fdfcb5	מגד	HUFAL	PST.2FSG	SYN-LX-1b29cf8eb5.PST.2FSG	מ	ג	ד
R022|T4|C3	R022	T4	C3	הֻמְגַד	המגד	SYN-RT-f243fdfcb5	מגד	HUFAL	PST.3MSG	SYN-LX-1b29cf8eb5.PST.3MSG	מ	ג	ד
R022|T4|C4	R022	T4	C4	הֻמְגְדָה	המגדה	SYN-RT-f243fdfcb5	מגד	HUFAL	PST.3FSG	SYN-LX-1b29cf8eb5.PST.3FSG	מ	ג	ד
R022|T4|C5	R022	T4	C5	הֻמְגַדְנוּ	המגדנו	SYN-RT-f243fdfcb5	מגד	HUFAL	PST.1PL	SYN-LX-1b29cf8eb5.PST.1PL	מ	ג	ד
R022|T4|C6	R022	T4	C6	הֻמְגַדְתֶּם	המגדתם	SYN-RT-f243fdfcb5	מגד	HUFAL	PST.2MPL	SYN-LX-1b29cf8eb5.PST.2MPL	מ	ג	ד
R022|T4|C7	R022	T4	C7	הֻמְגַדְתֶּן	המגדתן	SYN-RT-f243fdfcb5	מגד	HUFAL	PST.2FPL	SYN-LX-1b29cf8eb5.PST.2FPL	מ	ג	ד
R022|T4|C8	R022	T4	C8	הֻמְגְדוּ	המגדו	SYN-RT-f243fdfcb5	מגד	HUFAL	PST.3PL	SYN-LX-1b29cf8eb5.PST.3PL	מ	ג	ד
R022|T5|C0	R022	T5	C0	מָגַדְתִּי	מגדתי	SYN-RT-f243fdfcb5	מגד	PAAL	PST.1SG	SYN-LX-71ff623c17.PST.1SG	מ	ג	ד
R022|T5|C1	R022	T5	C1	מָגַדְתָּ	מגדת	SYN-RT-f243fdfcb5	מגד	PAAL	PST.2MSG	SYN-LX-71ff623c17.PST.2MSG	מ	ג	ד
R022|T5|C2	R022	T5	C2	מָגַדְתְּ	מגדת	SYN-RT-f243fdfcb5	מגד	PAAL	PST.2FSG	SYN-LX-71ff623c17.PST.2FSG	מ	ג	ד
R022|T5|C3	R022	T5	C3	מָגַד	מגד	SYN-RT-f243fdfcb5	מגד	PAAL	PST.3MSG	SYN-LX-71ff623c17.PST.3MSG	מ	ג	ד
R022|T5|C4	R022	T5	C4	מָגְדָה	מגדה	SYN-RT-f243fdfcb5	מגד	PAAL	PST.3FSG	SYN-LX-71ff623c17.PST.3FSG	מ	ג	ד
R022|T5|C5	R022	T5	C5	מָגַדְנוּ	מגדנו	SYN-RT-f243fdfcb5	מגד	PAAL	PST.1PL	SYN-LX-71ff623c17.PST.1PL	מ	ג	ד
R022|T5|C6	R022	T5	C6	מְגַדְתֶּם	מגדתם	SYN-RT-f243fdfcb5	מגד	PAAL	PST.2MPL	SYN-LX-71ff623c17.PST.2MPL	מ	ג	ד
R022|T5|C7	R022	T5	C7	מְגַדְתֶּן	מגדתן	SYN-RT-f243fdfcb5	מגד	PAAL	PST.2FPL	SYN-LX-71ff623c17.PST.2FPL	מ	ג	ד
R022|T5|C8	R022	T5	C8	מָגְדוּ	מגדו	SYN-RT-f243fdfcb5	מגד	PAAL	PST.3PL	SYN-LX-71ff623c17.PST.3PL	מ	ג	ד
R022|T6|C0	R022	T6	C0	הִתְמַגַּדְתִּי	התמגדתי	SYN-RT-f243fdfcb5	מגד	HITPAEL	PST.1SG	SYN-LX-2999b49d2d.PST.1SG	מ	ג	ד
R022|T6|C1	R022	T6	C1	הִתְמַגַּדְתָּ	התמגדת	SYN-RT-f243fdfcb5	מגד	HITPAEL	PST.2MSG	SYN-LX-2999b49d2d.PST.2MSG	מ	ג	ד
R022|T6|C2	R022	T6	C2	הִתְמַגַּדְתְּ	התמגדת	SYN-RT-f243fdfcb5	מגד	HITPAEL	PST.2FSG	SYN-LX-2999b49d2d.PST.2FSG	מ	ג	ד
R022|T6|C3	R022	T6	C3	הִתְמַגֵּד	התמגד	SYN-RT-f243fdfcb5	מגד	HITPAEL	PST.3MSG	SYN-LX-2999b49d2d.PST.3MSG	מ	ג	ד
